LedgerLineId,PostingDate,FinancialMonth,CostCentreCode,AccountCode,AccountDescription,SpendType,AmountGBP,Description,SourceDocumentRef
LW-00002068,2025-11-17,2025-11,CC-PAL-330,6100,Agency nursing,pay,2341.18,Demo posting Agency nursing,DEMO-INV-99395
LW-00002069,2025-11-14,2025-11,CC-DEN-115,6200,Bank staff,pay,1745.43,Demo posting Bank staff,DEMO-INV-14095
LW-00002070,2025-11-24,2025-11,CC-MH-210,6100,Agency nursing,pay,2445.0,Demo posting Agency nursing,DEMO-INV-39893
LW-00002071,2025-11-26,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,1109.27,Demo posting Medical supplies,DEMO-INV-84801
LW-00002072,2025-11-17,2025-11,CC-MH-210,6200,Bank staff,pay,1033.6,Demo posting Bank staff,DEMO-INV-62469
LW-00002073,2025-11-15,2025-11,CC-MH-210,6200,Bank staff,pay,1159.65,Demo posting Bank staff,DEMO-INV-54867
LW-00002074,2025-11-10,2025-11,CC-MH-210,7100,Medical supplies,non-pay,2422.95,Demo posting Medical supplies,DEMO-INV-59925
LW-00002075,2025-11-06,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1306.09,Demo posting Medical supplies,DEMO-INV-69339
LW-00002076,2025-11-15,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,549.36,Demo posting Medical supplies,DEMO-INV-27898
LW-00002077,2025-11-02,2025-11,CC-PAL-330,6100,Agency nursing,pay,1016.94,Demo posting Agency nursing,DEMO-INV-31322
LW-00002078,2025-11-03,2025-11,CC-PAL-330,6200,Bank staff,pay,2460.22,Demo posting Bank staff,DEMO-INV-51086
LW-00002079,2025-11-01,2025-11,CC-PAL-330,6100,Agency nursing,pay,628.42,Demo posting Agency nursing,DEMO-INV-47068
LW-00002080,2025-11-28,2025-11,CC-MH-210,6200,Bank staff,pay,1308.65,Demo posting Bank staff,DEMO-INV-80134
LW-00002081,2025-11-08,2025-11,CC-CORP-900,6100,Agency nursing,pay,2392.25,Demo posting Agency nursing,DEMO-INV-33816
LW-00002082,2025-11-03,2025-11,CC-MH-210,6100,Agency nursing,pay,425.95,Demo posting Agency nursing,DEMO-INV-71456
LW-00002083,2025-11-14,2025-11,CC-DEN-115,6200,Bank staff,pay,763.55,Demo posting Bank staff,DEMO-INV-44827
LW-00002084,2025-11-04,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,102.23,Demo posting Medical supplies,DEMO-INV-43668
LW-00002085,2025-11-28,2025-11,CC-MH-210,7100,Medical supplies,non-pay,139.39,Demo posting Medical supplies,DEMO-INV-17319
LW-00002086,2025-11-20,2025-11,CC-URG-401,7200,Equipment,non-pay,1313.59,Demo posting Equipment,DEMO-INV-78247
LW-00002087,2025-11-22,2025-11,CC-DEN-115,7200,Equipment,non-pay,2410.18,Demo posting Equipment,DEMO-INV-56679
LW-00002088,2025-11-18,2025-11,CC-PAL-330,7100,Medical supplies,non-pay,1536.88,Demo posting Medical supplies,DEMO-INV-75269
LW-00002089,2025-11-20,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,2494.89,Demo posting Medical supplies,DEMO-INV-57728
LW-00002090,2025-11-14,2025-11,CC-PAL-330,7200,Equipment,non-pay,2483.24,Demo posting Equipment,DEMO-INV-64265
LW-00002091,2025-11-25,2025-11,CC-PAL-330,6100,Agency nursing,pay,1768.14,Demo posting Agency nursing,DEMO-INV-40187
LW-00002092,2025-11-15,2025-11,CC-MH-210,7200,Equipment,non-pay,332.98,Demo posting Equipment,DEMO-INV-54728
LW-00002093,2025-11-01,2025-11,CC-CORP-900,6100,Agency nursing,pay,964.26,Demo posting Agency nursing,DEMO-INV-88116
LW-00002094,2025-11-09,2025-11,CC-URG-401,7200,Equipment,non-pay,1322.91,Demo posting Equipment,DEMO-INV-12792
LW-00002095,2025-11-10,2025-11,CC-MH-210,7200,Equipment,non-pay,1407.65,Demo posting Equipment,DEMO-INV-56774
LW-00002096,2025-11-02,2025-11,CC-PAL-330,7200,Equipment,non-pay,1792.3,Demo posting Equipment,DEMO-INV-94494
LW-00002097,2025-11-03,2025-11,CC-MH-210,7200,Equipment,non-pay,2127.69,Demo posting Equipment,DEMO-INV-64908
LW-00002098,2025-11-27,2025-11,CC-URG-401,6200,Bank staff,pay,1163.39,Demo posting Bank staff,DEMO-INV-73553
LW-00002099,2025-11-13,2025-11,CC-DEN-115,7200,Equipment,non-pay,388.18,Demo posting Equipment,DEMO-INV-26452
LW-00002100,2025-11-13,2025-11,CC-URG-401,7200,Equipment,non-pay,1548.0,Demo posting Equipment,DEMO-INV-90824
LW-00002101,2025-11-05,2025-11,CC-URG-401,6200,Bank staff,pay,605.2,Demo posting Bank staff,DEMO-INV-56765
LW-00002102,2025-11-01,2025-11,CC-CORP-900,7200,Equipment,non-pay,231.13,Demo posting Equipment,DEMO-INV-10295
LW-00002103,2025-11-10,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,1144.82,Demo posting Medical supplies,DEMO-INV-41544
LW-00002104,2025-11-08,2025-11,CC-DEN-115,6100,Agency nursing,pay,1654.39,Demo posting Agency nursing,DEMO-INV-69182
LW-00002105,2025-11-29,2025-11,CC-MH-210,6100,Agency nursing,pay,1068.63,Demo posting Agency nursing,DEMO-INV-57201
LW-00002106,2025-11-03,2025-11,CC-URG-401,7100,Medical supplies,non-pay,170.87,Demo posting Medical supplies,DEMO-INV-93589
LW-00002107,2025-11-01,2025-11,CC-PAL-330,7200,Equipment,non-pay,191.27,Demo posting Equipment,DEMO-INV-89659
LW-00002108,2025-11-06,2025-11,CC-CORP-900,6200,Bank staff,pay,2488.25,Demo posting Bank staff,DEMO-INV-37295
LW-00002109,2025-11-25,2025-11,CC-MH-210,6100,Agency nursing,pay,1468.48,Demo posting Agency nursing,DEMO-INV-81789
LW-00002110,2025-11-22,2025-11,CC-URG-401,6200,Bank staff,pay,175.9,Demo posting Bank staff,DEMO-INV-30042
LW-00002111,2025-11-05,2025-11,CC-DEN-115,6100,Agency nursing,pay,1538.36,Demo posting Agency nursing,DEMO-INV-12067
LW-00002112,2025-11-21,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,1488.15,Demo posting Medical supplies,DEMO-INV-93788
LW-00002113,2025-11-04,2025-11,CC-URG-401,7200,Equipment,non-pay,699.72,Demo posting Equipment,DEMO-INV-64154
LW-00002114,2025-11-12,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1644.29,Demo posting Medical supplies,DEMO-INV-55230
LW-00002115,2025-11-27,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,233.25,Demo posting Medical supplies,DEMO-INV-19692
LW-00002116,2025-11-03,2025-11,CC-DEN-115,6100,Agency nursing,pay,2058.92,Demo posting Agency nursing,DEMO-INV-33015
LW-00002117,2025-11-21,2025-11,CC-MH-210,6100,Agency nursing,pay,1619.75,Demo posting Agency nursing,DEMO-INV-38673
LW-00002118,2025-11-01,2025-11,CC-PAL-330,6200,Bank staff,pay,905.67,Demo posting Bank staff,DEMO-INV-85296
LW-00002119,2025-11-07,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,1492.72,Demo posting Medical supplies,DEMO-INV-82182
LW-00002120,2025-11-18,2025-11,CC-CORP-900,6200,Bank staff,pay,227.42,Demo posting Bank staff,DEMO-INV-80344
LW-00002121,2025-11-08,2025-11,CC-PAL-330,6100,Agency nursing,pay,1437.08,Demo posting Agency nursing,DEMO-INV-79294
LW-00002122,2025-11-28,2025-11,CC-CORP-900,6100,Agency nursing,pay,1708.97,Demo posting Agency nursing,DEMO-INV-57637
LW-00002123,2025-11-28,2025-11,CC-CORP-900,7200,Equipment,non-pay,932.61,Demo posting Equipment,DEMO-INV-20171
LW-00002124,2025-11-23,2025-11,CC-PAL-330,7100,Medical supplies,non-pay,1672.33,Demo posting Medical supplies,DEMO-INV-74560
LW-00002125,2025-11-24,2025-11,CC-PAL-330,6200,Bank staff,pay,2279.95,Demo posting Bank staff,DEMO-INV-31496
LW-00002126,2025-11-02,2025-11,CC-CORP-900,6200,Bank staff,pay,597.42,Demo posting Bank staff,DEMO-INV-74843
LW-00002127,2025-11-27,2025-11,CC-URG-401,6100,Agency nursing,pay,2387.32,Demo posting Agency nursing,DEMO-INV-62416
LW-00002128,2025-11-04,2025-11,CC-DEN-115,6200,Bank staff,pay,1908.99,Demo posting Bank staff,DEMO-INV-59016
LW-00002129,2025-11-25,2025-11,CC-DEN-115,6100,Agency nursing,pay,1144.18,Demo posting Agency nursing,DEMO-INV-38742
LW-00002130,2025-11-03,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1492.2,Demo posting Medical supplies,DEMO-INV-86958
LW-00002131,2025-11-10,2025-11,CC-PAL-330,6100,Agency nursing,pay,1414.36,Demo posting Agency nursing,DEMO-INV-22874
LW-00002132,2025-11-16,2025-11,CC-CORP-900,7200,Equipment,non-pay,1320.94,Demo posting Equipment,DEMO-INV-12503
LW-00002133,2025-11-30,2025-11,CC-URG-401,7100,Medical supplies,non-pay,1304.83,Demo posting Medical supplies,DEMO-INV-93707
LW-00002134,2025-11-06,2025-11,CC-PAL-330,6100,Agency nursing,pay,2257.98,Demo posting Agency nursing,DEMO-INV-76077
LW-00002135,2025-11-04,2025-11,CC-PAL-330,6100,Agency nursing,pay,419.24,Demo posting Agency nursing,DEMO-INV-30572
LW-00002136,2025-11-14,2025-11,CC-MH-210,7100,Medical supplies,non-pay,173.17,Demo posting Medical supplies,DEMO-INV-33735
LW-00002137,2025-11-24,2025-11,CC-DEN-115,7200,Equipment,non-pay,1245.11,Demo posting Equipment,DEMO-INV-65748
LW-00002138,2025-11-16,2025-11,CC-MH-210,6100,Agency nursing,pay,2105.9,Demo posting Agency nursing,DEMO-INV-39044
LW-00002139,2025-11-30,2025-11,CC-URG-401,7200,Equipment,non-pay,198.24,Demo posting Equipment,DEMO-INV-26914
LW-00002140,2025-11-23,2025-11,CC-CORP-900,7200,Equipment,non-pay,1294.99,Demo posting Equipment,DEMO-INV-16272
LW-00002141,2025-11-28,2025-11,CC-URG-401,7200,Equipment,non-pay,810.84,Demo posting Equipment,DEMO-INV-56864
LW-00002142,2025-11-16,2025-11,CC-PAL-330,7100,Medical supplies,non-pay,937.37,Demo posting Medical supplies,DEMO-INV-47635
LW-00002143,2025-11-06,2025-11,CC-MH-210,6200,Bank staff,pay,2499.39,Demo posting Bank staff,DEMO-INV-59514
LW-00002144,2025-11-18,2025-11,CC-MH-210,6100,Agency nursing,pay,2451.33,Demo posting Agency nursing,DEMO-INV-67445
LW-00002145,2025-11-02,2025-11,CC-MH-210,7200,Equipment,non-pay,387.25,Demo posting Equipment,DEMO-INV-55569
LW-00002146,2025-11-04,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,1389.63,Demo posting Medical supplies,DEMO-INV-87111
LW-00002147,2025-11-12,2025-11,CC-MH-210,6100,Agency nursing,pay,596.65,Demo posting Agency nursing,DEMO-INV-20472
LW-00002148,2025-11-18,2025-11,CC-URG-401,7100,Medical supplies,non-pay,1056.84,Demo posting Medical supplies,DEMO-INV-43213
LW-00002149,2025-11-24,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,1547.84,Demo posting Medical supplies,DEMO-INV-13389
LW-00002150,2025-11-05,2025-11,CC-URG-401,7200,Equipment,non-pay,2300.16,Demo posting Equipment,DEMO-INV-27729
LW-00002151,2025-11-07,2025-11,CC-PAL-330,6200,Bank staff,pay,512.35,Demo posting Bank staff,DEMO-INV-33639
LW-00002152,2025-11-19,2025-11,CC-URG-401,7200,Equipment,non-pay,709.6,Demo posting Equipment,DEMO-INV-81101
LW-00002153,2025-11-21,2025-11,CC-DEN-115,7200,Equipment,non-pay,2431.13,Demo posting Equipment,DEMO-INV-47672
LW-00002154,2025-11-29,2025-11,CC-CORP-900,6200,Bank staff,pay,1983.34,Demo posting Bank staff,DEMO-INV-30283
LW-00002155,2025-11-05,2025-11,CC-CORP-900,6100,Agency nursing,pay,1379.93,Demo posting Agency nursing,DEMO-INV-50958
LW-00002156,2025-11-20,2025-11,CC-CORP-900,7200,Equipment,non-pay,925.96,Demo posting Equipment,DEMO-INV-21005
LW-00002157,2025-11-02,2025-11,CC-PAL-330,6100,Agency nursing,pay,1118.78,Demo posting Agency nursing,DEMO-INV-91032
LW-00002158,2025-11-21,2025-11,CC-URG-401,7100,Medical supplies,non-pay,491.61,Demo posting Medical supplies,DEMO-INV-97496
LW-00002159,2025-11-05,2025-11,CC-MH-210,6200,Bank staff,pay,2263.12,Demo posting Bank staff,DEMO-INV-75890
LW-00002160,2025-11-09,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,806.45,Demo posting Medical supplies,DEMO-INV-46102
LW-00002161,2025-11-14,2025-11,CC-URG-401,6100,Agency nursing,pay,866.59,Demo posting Agency nursing,DEMO-INV-61868
LW-00002162,2025-11-01,2025-11,CC-DEN-115,6100,Agency nursing,pay,1574.78,Demo posting Agency nursing,DEMO-INV-31055
LW-00002163,2025-11-20,2025-11,CC-MH-210,7200,Equipment,non-pay,367.0,Demo posting Equipment,DEMO-INV-55101
LW-00002164,2025-11-22,2025-11,CC-CORP-900,6200,Bank staff,pay,2195.16,Demo posting Bank staff,DEMO-INV-45129
LW-00002165,2025-11-12,2025-11,CC-DEN-115,7200,Equipment,non-pay,1731.63,Demo posting Equipment,DEMO-INV-77597
LW-00002166,2025-11-11,2025-11,CC-MH-210,7200,Equipment,non-pay,488.72,Demo posting Equipment,DEMO-INV-62977
LW-00002167,2025-11-25,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,194.65,Demo posting Medical supplies,DEMO-INV-67765
LW-00002168,2025-11-01,2025-11,CC-CORP-900,6100,Agency nursing,pay,60.39,Demo posting Agency nursing,DEMO-INV-83747
LW-00002169,2025-11-13,2025-11,CC-PAL-330,6200,Bank staff,pay,1384.92,Demo posting Bank staff,DEMO-INV-76430
LW-00002170,2025-11-07,2025-11,CC-PAL-330,6200,Bank staff,pay,277.13,Demo posting Bank staff,DEMO-INV-96927
LW-00002171,2025-11-19,2025-11,CC-PAL-330,6100,Agency nursing,pay,990.43,Demo posting Agency nursing,DEMO-INV-32631
LW-00002172,2025-11-03,2025-11,CC-URG-401,7100,Medical supplies,non-pay,1921.85,Demo posting Medical supplies,DEMO-INV-54950
LW-00002173,2025-11-21,2025-11,CC-MH-210,6100,Agency nursing,pay,196.82,Demo posting Agency nursing,DEMO-INV-54196
LW-00002174,2025-11-22,2025-11,CC-MH-210,6100,Agency nursing,pay,1354.66,Demo posting Agency nursing,DEMO-INV-10422
LW-00002175,2025-11-07,2025-11,CC-URG-401,7100,Medical supplies,non-pay,1572.59,Demo posting Medical supplies,DEMO-INV-29246
LW-00002176,2025-11-16,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,1879.34,Demo posting Medical supplies,DEMO-INV-77923
LW-00002177,2025-11-13,2025-11,CC-DEN-115,6100,Agency nursing,pay,550.83,Demo posting Agency nursing,DEMO-INV-91243
LW-00002178,2025-11-28,2025-11,CC-URG-401,7100,Medical supplies,non-pay,2074.83,Demo posting Medical supplies,DEMO-INV-10915
LW-00002179,2025-11-05,2025-11,CC-CORP-900,7200,Equipment,non-pay,2150.41,Demo posting Equipment,DEMO-INV-58269
LW-00002180,2025-11-30,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,941.77,Demo posting Medical supplies,DEMO-INV-60999
LW-00002181,2025-11-06,2025-11,CC-CORP-900,6100,Agency nursing,pay,2283.05,Demo posting Agency nursing,DEMO-INV-95404
LW-00002182,2025-11-22,2025-11,CC-CORP-900,6100,Agency nursing,pay,855.98,Demo posting Agency nursing,DEMO-INV-42115
LW-00002183,2025-11-06,2025-11,CC-PAL-330,7200,Equipment,non-pay,1010.5,Demo posting Equipment,DEMO-INV-99010
LW-00002184,2025-11-14,2025-11,CC-CORP-900,7200,Equipment,non-pay,1967.59,Demo posting Equipment,DEMO-INV-91796
LW-00002185,2025-11-23,2025-11,CC-CORP-900,6100,Agency nursing,pay,1696.37,Demo posting Agency nursing,DEMO-INV-50493
LW-00002186,2025-11-16,2025-11,CC-PAL-330,6200,Bank staff,pay,2415.76,Demo posting Bank staff,DEMO-INV-89809
LW-00002187,2025-11-09,2025-11,CC-DEN-115,6200,Bank staff,pay,272.35,Demo posting Bank staff,DEMO-INV-68350
LW-00002188,2025-11-18,2025-11,CC-URG-401,7100,Medical supplies,non-pay,1954.91,Demo posting Medical supplies,DEMO-INV-87274
LW-00002189,2025-11-13,2025-11,CC-PAL-330,7100,Medical supplies,non-pay,2115.52,Demo posting Medical supplies,DEMO-INV-58513
LW-00002190,2025-11-25,2025-11,CC-MH-210,7200,Equipment,non-pay,1657.76,Demo posting Equipment,DEMO-INV-94333
LW-00002191,2025-11-25,2025-11,CC-CORP-900,6200,Bank staff,pay,1232.55,Demo posting Bank staff,DEMO-INV-67030
LW-00002192,2025-11-24,2025-11,CC-MH-210,6100,Agency nursing,pay,623.15,Demo posting Agency nursing,DEMO-INV-80246
LW-00002193,2025-11-29,2025-11,CC-URG-401,6100,Agency nursing,pay,2182.48,Demo posting Agency nursing,DEMO-INV-34362
LW-00002194,2025-11-26,2025-11,CC-PAL-330,7200,Equipment,non-pay,874.19,Demo posting Equipment,DEMO-INV-68206
LW-00002195,2025-11-08,2025-11,CC-CORP-900,6100,Agency nursing,pay,543.99,Demo posting Agency nursing,DEMO-INV-88989
LW-00002196,2025-11-15,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,1491.32,Demo posting Medical supplies,DEMO-INV-65649
LW-00002197,2025-11-16,2025-11,CC-PAL-330,6100,Agency nursing,pay,2456.92,Demo posting Agency nursing,DEMO-INV-35773
LW-00002198,2025-11-16,2025-11,CC-CORP-900,6200,Bank staff,pay,1901.96,Demo posting Bank staff,DEMO-INV-69803
LW-00002199,2025-11-03,2025-11,CC-DEN-115,6200,Bank staff,pay,2489.33,Demo posting Bank staff,DEMO-INV-62515
LW-00002200,2025-11-24,2025-11,CC-CORP-900,7200,Equipment,non-pay,2335.65,Demo posting Equipment,DEMO-INV-33081
LW-00002201,2025-11-23,2025-11,CC-MH-210,6100,Agency nursing,pay,1676.74,Demo posting Agency nursing,DEMO-INV-92758
LW-00002202,2025-11-22,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1321.39,Demo posting Medical supplies,DEMO-INV-18820
LW-00002203,2025-11-16,2025-11,CC-PAL-330,7200,Equipment,non-pay,469.29,Demo posting Equipment,DEMO-INV-90045
LW-00002204,2025-11-28,2025-11,CC-MH-210,7200,Equipment,non-pay,1656.85,Demo posting Equipment,DEMO-INV-47760
LW-00002205,2025-11-03,2025-11,CC-PAL-330,7200,Equipment,non-pay,353.57,Demo posting Equipment,DEMO-INV-37974
LW-00002206,2025-11-20,2025-11,CC-MH-210,6200,Bank staff,pay,2400.4,Demo posting Bank staff,DEMO-INV-26078
LW-00002207,2025-11-24,2025-11,CC-URG-401,7200,Equipment,non-pay,704.96,Demo posting Equipment,DEMO-INV-29128
LW-00002208,2025-11-01,2025-11,CC-URG-401,7100,Medical supplies,non-pay,155.34,Demo posting Medical supplies,DEMO-INV-62232
LW-00002209,2025-11-09,2025-11,CC-MH-210,7100,Medical supplies,non-pay,2236.18,Demo posting Medical supplies,DEMO-INV-39979
LW-00002210,2025-11-25,2025-11,CC-URG-401,6200,Bank staff,pay,1837.34,Demo posting Bank staff,DEMO-INV-81694
LW-00002211,2025-11-10,2025-11,CC-URG-401,6100,Agency nursing,pay,2284.09,Demo posting Agency nursing,DEMO-INV-61951
LW-00002212,2025-11-26,2025-11,CC-DEN-115,6200,Bank staff,pay,845.6,Demo posting Bank staff,DEMO-INV-32161
LW-00002213,2025-11-07,2025-11,CC-DEN-115,7200,Equipment,non-pay,1126.72,Demo posting Equipment,DEMO-INV-37536
LW-00002214,2025-11-16,2025-11,CC-PAL-330,6200,Bank staff,pay,1433.95,Demo posting Bank staff,DEMO-INV-79460
LW-00002215,2025-11-10,2025-11,CC-URG-401,7200,Equipment,non-pay,1432.04,Demo posting Equipment,DEMO-INV-45538
LW-00002216,2025-11-24,2025-11,CC-DEN-115,7200,Equipment,non-pay,2206.5,Demo posting Equipment,DEMO-INV-69459
LW-00002217,2025-11-03,2025-11,CC-CORP-900,7100,Medical supplies,non-pay,768.69,Demo posting Medical supplies,DEMO-INV-20036
LW-00002218,2025-11-27,2025-11,CC-DEN-115,6200,Bank staff,pay,305.57,Demo posting Bank staff,DEMO-INV-91972
LW-00002219,2025-11-18,2025-11,CC-PAL-330,6200,Bank staff,pay,612.56,Demo posting Bank staff,DEMO-INV-34164
LW-00002220,2025-11-10,2025-11,CC-DEN-115,6200,Bank staff,pay,1765.57,Demo posting Bank staff,DEMO-INV-75902
LW-00002221,2025-11-22,2025-11,CC-CORP-900,6100,Agency nursing,pay,856.8,Demo posting Agency nursing,DEMO-INV-34216
LW-00002222,2025-11-30,2025-11,CC-DEN-115,6100,Agency nursing,pay,1602.25,Demo posting Agency nursing,DEMO-INV-58179
LW-00002223,2025-11-01,2025-11,CC-DEN-115,6100,Agency nursing,pay,435.16,Demo posting Agency nursing,DEMO-INV-87542
LW-00002224,2025-11-25,2025-11,CC-URG-401,6200,Bank staff,pay,1491.43,Demo posting Bank staff,DEMO-INV-44305
LW-00002225,2025-11-05,2025-11,CC-PAL-330,7200,Equipment,non-pay,1369.73,Demo posting Equipment,DEMO-INV-62162
LW-00002226,2025-11-10,2025-11,CC-MH-210,6100,Agency nursing,pay,1692.08,Demo posting Agency nursing,DEMO-INV-79473
LW-00002227,2025-11-23,2025-11,CC-CORP-900,6200,Bank staff,pay,73.49,Demo posting Bank staff,DEMO-INV-52965
LW-00002228,2025-11-09,2025-11,CC-URG-401,7100,Medical supplies,non-pay,181.58,Demo posting Medical supplies,DEMO-INV-91036
LW-00002229,2025-11-09,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1236.73,Demo posting Medical supplies,DEMO-INV-20853
LW-00002230,2025-11-13,2025-11,CC-DEN-115,7100,Medical supplies,non-pay,2003.06,Demo posting Medical supplies,DEMO-INV-64282
LW-00002231,2025-11-02,2025-11,CC-URG-401,6200,Bank staff,pay,678.11,Demo posting Bank staff,DEMO-INV-60757
LW-00002232,2025-11-07,2025-11,CC-MH-210,6200,Bank staff,pay,1014.64,Demo posting Bank staff,DEMO-INV-50322
LW-00002233,2025-11-26,2025-11,CC-DEN-115,6100,Agency nursing,pay,358.08,Demo posting Agency nursing,DEMO-INV-34827
LW-00002234,2025-11-11,2025-11,CC-CORP-900,6200,Bank staff,pay,662.25,Demo posting Bank staff,DEMO-INV-76449
LW-00002235,2025-11-21,2025-11,CC-DEN-115,7200,Equipment,non-pay,586.49,Demo posting Equipment,DEMO-INV-29738
LW-00002236,2025-11-04,2025-11,CC-PAL-330,7200,Equipment,non-pay,706.27,Demo posting Equipment,DEMO-INV-71050
LW-00002237,2025-11-23,2025-11,CC-DEN-115,6100,Agency nursing,pay,2468.36,Demo posting Agency nursing,DEMO-INV-36762
LW-00002238,2025-11-09,2025-11,CC-MH-210,7200,Equipment,non-pay,556.66,Demo posting Equipment,DEMO-INV-41789
LW-00002239,2025-11-18,2025-11,CC-CORP-900,6200,Bank staff,pay,82.77,Demo posting Bank staff,DEMO-INV-17486
LW-00002240,2025-11-28,2025-11,CC-PAL-330,7200,Equipment,non-pay,388.03,Demo posting Equipment,DEMO-INV-37919
LW-00002241,2025-11-24,2025-11,CC-MH-210,6200,Bank staff,pay,1771.97,Demo posting Bank staff,DEMO-INV-11986
LW-00002242,2025-11-11,2025-11,CC-PAL-330,6200,Bank staff,pay,1486.87,Demo posting Bank staff,DEMO-INV-41468
LW-00002243,2025-11-22,2025-11,CC-URG-401,6100,Agency nursing,pay,1849.87,Demo posting Agency nursing,DEMO-INV-74021
LW-00002244,2025-11-04,2025-11,CC-DEN-115,6100,Agency nursing,pay,1952.5,Demo posting Agency nursing,DEMO-INV-23539
LW-00002245,2025-11-28,2025-11,CC-PAL-330,6200,Bank staff,pay,190.28,Demo posting Bank staff,DEMO-INV-52622
LW-00002246,2025-11-20,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1915.02,Demo posting Medical supplies,DEMO-INV-97654
LW-00002247,2025-11-01,2025-11,CC-URG-401,7100,Medical supplies,non-pay,1376.03,Demo posting Medical supplies,DEMO-INV-76576
LW-00002248,2025-11-22,2025-11,CC-URG-401,7100,Medical supplies,non-pay,335.08,Demo posting Medical supplies,DEMO-INV-71810
LW-00002249,2025-11-14,2025-11,CC-MH-210,7100,Medical supplies,non-pay,1821.82,Demo posting Medical supplies,DEMO-INV-27781
LW-00002250,2025-11-07,2025-11,CC-PAL-330,6100,Agency nursing,pay,1360.0,Demo posting Agency nursing,DEMO-INV-95590
LW-00002251,2025-11-01,2025-11,CC-PAL-330,7200,Equipment,non-pay,1912.13,Demo posting Equipment,DEMO-INV-29225
LW-00002252,2025-11-25,2025-11,CC-MH-210,6200,Bank staff,pay,1923.04,Demo posting Bank staff,DEMO-INV-20945
LW-00002253,2025-11-15,2025-11,CC-CORP-900,6200,Bank staff,pay,1437.82,Demo posting Bank staff,DEMO-INV-91900
